Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
32057,642.082,215.9182853,189.3033869,1.140593884,0.48097147,32301,202.030295,0.779804909,0.992446054,0.977128658,0.935679416,0.006735449,0.003184598,0.875495969,0.998585347,SEKER
32066,669.313,236.436655,173.2308993,1.364864213,0.680580172,32481,202.058653,0.780878628,0.9872233,0.899489569,0.854599524,0.007373438,0.002426053,0.730340347,0.996815403,SEKER
32109,663.582,224.4723523,182.3644962,1.230899418,0.583080944,32567,202.1940863,0.767625332,0.985936684,0.9163206,0.90075274,0.006990948,0.002838822,0.811355498,0.998697011,SEKER
32114,648.566,222.6575074,183.8290361,1.211220556,0.564236127,32393,202.2098285,0.760670804,0.991387028,0.9593916,0.908165329,0.006933347,0.002909259,0.824764265,0.998971432,SEKER
32167,654.893,217.960517,188.2047159,1.158103377,0.504381753,32521,202.3766203,0.76059302,0.989114726,0.942496457,0.928501286,0.006775904,0.003106541,0.862114638,0.998417873,SEKER
32213,658.216,221.4811143,185.2954324,1.195286422,0.547784367,32585,202.5212716,0.762907351,0.988583704,0.934338332,0.914395217,0.00687552,0.002964975,0.836118613,0.999401225,SEKER
32218,653.595,222.7560714,184.4046839,1.207974042,0.560975566,32566,202.5369884,0.754431565,0.989314008,0.947743902,0.90923218,0.006914025,0.002914808,0.826703157,0.998635954,SEKER
32233,665.493,221.2336837,185.5923729,1.192040817,0.54428951,32710,202.5841313,0.775204425,0.985417304,0.91458402,0.915702021,0.006863577,0.002976782,0.838510191,0.999538373,SEKER
32251,644.051,220.9809628,186.0277835,1.187892253,0.539747143,32514,202.6406883,0.764060649,0.991911177,0.977040422,0.917005183,0.00685191,0.002988674,0.840898506,0.998896821,SEKER
32258,654.808,220.8040301,186.2777558,1.185348348,0.536918908,32612,202.6626784,0.775805676,0.9891451,0.945408164,0.917839581,0.006844939,0.002996515,0.842429496,0.998572412,SEKER
32262,652.419,222.6986563,184.5129929,1.206953791,0.559941518,32563,202.6752432,0.781313572,0.99075638,0.952462642,0.910087409,0.006902816,0.002921047,0.828259093,0.999670452,SEKER
32279,646.556,218.1816038,188.5531418,1.15713587,0.503143726,32623,202.7286345,0.790183599,0.989455292,0.970325944,0.929173821,0.006759243,0.00310789,0.86336399,0.999029442,SEKER
32323,649.59,217.3714574,189.591319,1.146526426,0.489149967,32615,202.8667587,0.784843629,0.991047064,0.962593368,0.933272294,0.006724978,0.003147053,0.870997175,0.998621278,SEKER
32338,653.602,221.4113413,186.136273,1.189512059,0.541530905,32672,202.9138251,0.782490866,0.989777179,0.951253518,0.916456329,0.006846785,0.002979295,0.839892203,0.999061903,SEKER
32355,657.166,221.279621,186.3604099,1.18737462,0.539174328,32720,202.9671537,0.783793605,0.988844743,0.941458316,0.917242866,0.006839117,0.002986188,0.841334475,0.998979202,SEKER
32368,675.385,221.6580649,186.1762293,1.190581987,0.542701939,32806,203.0079249,0.759099437,0.986648784,0.891708502,0.915860765,0.006848062,0.002972113,0.838800941,0.998661291,SEKER
32376,643.009,219.1300137,188.3004274,1.163725525,0.511456521,32608,203.0330109,0.784302326,0.992885182,0.984008731,0.926541314,0.006768286,0.00307693,0.858478807,0.9990337,SEKER
32433,653.76,219.8366971,188.0092368,1.169286684,0.518261408,32775,203.2116585,0.769320176,0.989565217,0.953586944,0.924375508,0.00677818,0.003052717,0.854470079,0.999120486,SEKER
32465,653.85,225.2024494,183.6920946,1.225977906,0.578509868,32767,203.3118831,0.765034405,0.99078341,0.954265043,0.902796056,0.006936777,0.002842471,0.815040719,0.999221913,SEKER
32514,649.012,221.4454899,187.1344232,1.183349841,0.534673644,32843,203.4652564,0.7849831,0.989982645,0.970006874,0.918805149,0.006810774,0.002994125,0.844202902,0.99898737,SEKER
32518,651.651,221.2627854,187.2561106,1.181605154,0.532696427,32811,203.4777716,0.758915235,0.991070068,0.962284651,0.919620402,0.006804317,0.003001917,0.845701683,0.999285467,SEKER
32518,655.131,220.8211992,187.6655865,1.176673909,0.527019605,32842,203.4777716,0.794032183,0.990134584,0.952088655,0.921459408,0.006790737,0.003019962,0.849087441,0.999099038,SEKER
32525,663.914,225.0778556,184.2147342,1.221823306,0.574579254,33000,203.4996712,0.769057978,0.985606061,0.927264249,0.904130132,0.006920149,0.002852456,0.817451295,0.998781044,SEKER
32578,657.571,227.037574,182.8423057,1.241712486,0.592813998,32901,203.6654067,0.781922043,0.990182669,0.946779791,0.89705595,0.006969046,0.002783756,0.804709378,0.999217682,SEKER
32581,649.583,224.4241779,184.9234713,1.213605695,0.566603091,32851,203.6747839,0.772061611,0.991781072,0.970297635,0.907543857,0.006888192,0.002882408,0.823635852,0.99956916,SEKER
32615,664.789,218.1467463,191.002277,1.142115946,0.483095172,33016,203.7810289,0.808562858,0.987854374,0.927383997,0.934146543,0.00668854,0.003141747,0.872629764,0.996644368,SEKER
32622,657.009,235.2708698,177.1581895,1.328027061,0.658024288,32902,203.802896,0.779311992,0.991489879,0.949681133,0.866247896,0.007212031,0.002504991,0.750385418,0.996532141,SEKER
32698,653.049,225.0141906,185.1437243,1.215348733,0.568317852,32994,204.0401594,0.767684831,0.991028672,0.963472928,0.906787962,0.006881589,0.002870063,0.822264408,0.999338006,SEKER
32705,654.454,223.8758675,186.1499298,1.20266426,0.555543833,33021,204.0619987,0.779469946,0.990430332,0.959545923,0.911496183,0.00684531,0.00291469,0.830825292,0.999203884,SEKER
32713,660.043,215.4163208,193.4864621,1.113340533,0.43959156,33020,204.0869551,0.799516082,0.990702604,0.943595321,0.947407115,0.006585037,0.003272537,0.897580242,0.999312465,SEKER
32729,656.679,214.2657207,194.793825,1.099961565,0.416528466,33066,204.1368587,0.769153036,0.989808262,0.953753937,0.952727566,0.006546663,0.003327167,0.907689816,0.998423911,SEKER
32774,660.614,222.8700513,187.4792477,1.188771846,0.540717403,33120,204.2771471,0.790153816,0.98955314,0.943721321,0.916575134,0.006800209,0.002960563,0.840109976,0.998699087,SEKER
32775,649.807,220.0250995,189.8094038,1.159189666,0.505764488,33062,204.2802636,0.772630835,0.991319339,0.975402341,0.928440728,0.006713199,0.00307699,0.862002186,0.999224026,SEKER
32795,651.03,225.2102521,185.6002312,1.213415795,0.566415511,33091,204.3425821,0.775992617,0.99105497,0.972334053,0.907341385,0.006867213,0.002871066,0.82326839,0.998966867,SEKER
32796,654.824,223.1453687,187.4192621,1.190621317,0.542744878,33111,204.3456976,0.800820453,0.990486545,0.961128742,0.915751462,0.006804042,0.002951598,0.83860074,0.998455917,SEKER
32799,653.729,219.9055494,190.1123396,1.156713709,0.502601593,33087,204.3550436,0.746177996,0.991295675,0.964439446,0.929285523,0.006704642,0.003084267,0.863571584,0.998905089,SEKER
32829,658.101,221.5995,189.0026275,1.172467827,0.522071263,33154,204.4484801,0.789785166,0.990197261,0.952538233,0.922603526,0.006750114,0.003016833,0.851197267,0.998001409,SEKER
32836,669.19,218.4060038,191.7587728,1.138962252,0.478674896,33225,204.4702758,0.80291471,0.988291949,0.92142762,0.936193476,0.006651419,0.003151785,0.876458224,0.998252833,SEKER
32849,664.105,230.7223076,181.7436855,1.269492841,0.616038378,33245,204.5107474,0.746568182,0.988088434,0.935962647,0.886393473,0.007023724,0.002674566,0.785693388,0.997432131,SEKER
32870,655.512,220.3581629,190.0206598,1.159653709,0.506352834,33198,204.5761077,0.781242573,0.990119887,0.961276389,0.928379984,0.00670393,0.003071937,0.861889394,0.999493233,SEKER
32885,659.728,227.0674037,184.5596932,1.230319577,0.582547095,33225,204.6227808,0.785669916,0.989766742,0.949462632,0.90115436,0.006904893,0.002808882,0.81207918,0.999116914,SEKER
32920,671.612,219.0931338,191.4622125,1.144315272,0.486132629,33376,204.7316434,0.777974713,0.986337488,0.917134004,0.934450294,0.00665532,0.00313021,0.873197353,0.999213067,SEKER
32925,656.646,225.1281702,186.4615283,1.207370616,0.560364527,33252,204.7471905,0.768683025,0.990166005,0.959562001,0.909469438,0.006837606,0.002885601,0.827134659,0.998658083,SEKER
32934,668.197,221.4087308,189.6018111,1.167756413,0.516407505,33401,204.7751722,0.776708646,0.986018383,0.926926508,0.924873972,0.006722801,0.003034312,0.855391863,0.998889334,SEKER
32947,668.231,209.6932927,200.2495993,1.047159612,0.296720861,33336,204.8155836,0.765319396,0.988330934,0.927198033,0.97673884,0.006364564,0.003573241,0.954018762,0.999009917,SEKER
32951,688.26,226.6490462,185.5215755,1.221685649,0.574447868,33524,204.8280162,0.770801656,0.982907768,0.874124721,0.903723266,0.006878366,0.002830133,0.816715741,0.9977699,SEKER
32988,676.797,224.7517099,187.1772945,1.20074238,0.553546741,33461,204.9429826,0.766699205,0.98586414,0.905000877,0.911863953,0.006813135,0.002905675,0.831495868,0.998412327,SEKER
33006,669.769,223.5277491,188.2429412,1.187442927,0.539249994,33458,204.9988888,0.757018349,0.986490525,0.924597414,0.917107114,0.006772337,0.002955279,0.841085458,0.998740978,SEKER
33010,665.85,224.9712592,186.8900915,1.203762369,0.556677424,33374,205.0113104,0.791587732,0.989093306,0.935626643,0.911277783,0.006815246,0.002899108,0.830427198,0.999637011,SEKER
33013,652.684,223.7818539,188.0291423,1.190144523,0.542223823,33289,205.020626,0.789784689,0.991708973,0.973842946,0.916162872,0.006778598,0.002945848,0.839354409,0.998953052,SEKER
33019,655.703,224.4502114,187.5026272,1.197051022,0.549663318,33340,205.0392561,0.764328704,0.990371926,0.965071386,0.913517768,0.006797608,0.002920141,0.834514712,0.998956688,SEKER
33051,663.071,218.9513714,192.4739417,1.137563711,0.476689675,33423,205.1385878,0.777926846,0.98886994,0.94465755,0.936913921,0.006624652,0.003148775,0.877807695,0.998562178,SEKER
33058,655.511,224.4458788,187.8781612,1.194635275,0.547087283,33320,205.1603102,0.799274662,0.992136855,0.96677736,0.914074748,0.006789457,0.00292376,0.835532645,0.998156772,SEKER
33062,667.966,222.0391436,189.7813412,1.169973519,0.51908899,33439,205.1727219,0.77866227,0.988725739,0.931172778,0.924038522,0.006715841,0.003020233,0.853847189,0.998978601,SEKER
33078,659.456,235.5600775,178.9312328,1.316483846,0.650391531,33333,205.2223615,0.787721471,0.992349923,0.955822961,0.871210282,0.007121352,0.002530662,0.759007355,0.999220922,SEKER
33078,652.214,221.3869025,190.3548121,1.163022358,0.510582618,33327,205.2223615,0.772417336,0.99252858,0.977167183,0.926985107,0.006692874,0.003048481,0.859301388,0.999386727,SEKER
33089,663.915,217.3358221,194.2070489,1.119093377,0.448903019,33466,205.2564817,0.774410223,0.988734835,0.94334064,0.944420849,0.00656822,0.003223218,0.891930741,0.998153785,SEKER
33090,653.809,228.406675,184.6885548,1.236712666,0.588365282,33352,205.2595833,0.769355964,0.992144399,0.972758069,0.898658427,0.006902589,0.002776965,0.807586968,0.998753033,SEKER
33143,648.385,222.5263095,189.7373793,1.172812181,0.522480157,33377,205.4238989,0.769979556,0.992989184,0.9906854,0.923144321,0.006714127,0.003007791,0.852195437,0.999465189,SEKER
41487,815.9,299.046841,177.0814896,1.688752684,0.805825541,42483,229.8323062,0.68917572,0.976555328,0.783155548,0.76854952,0.007208206,0.001551295,0.590668365,0.997492788,BARBUNYA
41488,759.552,283.1427772,186.9854891,1.514250001,0.750920218,42005,229.8350762,0.708433653,0.987691941,0.903685555,0.811728551,0.006824691,0.001827705,0.65890324,0.997744232,BARBUNYA
42012,809.77,266.7003964,202.3810876,1.317812843,0.651285139,43087,231.2819486,0.770975556,0.975050479,0.80511859,0.867197618,0.006348196,0.002214636,0.752031709,0.991037045,BARBUNYA
43122,838.186,296.4045889,185.6575998,1.596512016,0.779529536,44074,234.3173823,0.731985538,0.978399964,0.77130821,0.790532235,0.006873628,0.001655938,0.624941215,0.997726159,BARBUNYA
43145,799.426,273.4029446,201.2668862,1.358409969,0.676813217,43812,234.379863,0.766123304,0.98477586,0.848367064,0.857268978,0.00633684,0.002111159,0.734910101,0.998309207,BARBUNYA
44027,813.833,293.3718283,192.1111738,1.527094039,0.755768822,44639,236.7634208,0.756217795,0.986290015,0.835330551,0.807042115,0.006663453,0.001743668,0.651316975,0.994622271,BARBUNYA
44924,817.215,282.1488206,203.1618504,1.388788397,0.693920006,45772,239.1631521,0.79427157,0.98147339,0.845309254,0.847648952,0.006280581,0.002000063,0.718508746,0.997856609,BARBUNYA
45012,854.166,299.2873979,192.127518,1.557753938,0.766746577,45841,239.3972815,0.779820169,0.981915752,0.775271133,0.799890952,0.006649058,0.001679048,0.639825535,0.996690746,BARBUNYA
45564,802.744,296.0736966,196.3402805,1.507962074,0.748489491,46120,240.8607204,0.746461337,0.987944493,0.888541202,0.813516105,0.006497974,0.001755587,0.661808452,0.997982047,BARBUNYA
45653,841.132,303.4694909,191.9320765,1.581129618,0.774593661,46601,241.0958418,0.772431179,0.979657089,0.810869331,0.794464844,0.006647307,0.001633519,0.631174389,0.99796852,BARBUNYA
46278,846.308,300.6302146,196.4784442,1.530092605,0.756878843,47102,242.7405604,0.790995795,0.982506051,0.81194676,0.807439002,0.00649618,0.001703243,0.651957742,0.99755572,BARBUNYA
46529,815.026,289.608245,205.3813982,1.410099686,0.705037806,47156,243.3979515,0.77828516,0.986703707,0.880218833,0.840438612,0.006224253,0.001915539,0.706337061,0.996005667,BARBUNYA
46774,833.722,305.7038868,196.1460607,1.558552263,0.767021759,47446,244.0379201,0.793909974,0.98583653,0.845613391,0.798282033,0.006535765,0.0016372,0.637254204,0.993193981,BARBUNYA
47003,821.301,300.1907651,200.1112844,1.500119126,0.745403341,47681,244.6345812,0.775780683,0.9857805,0.875650377,0.814930403,0.00638663,0.001737535,0.664111562,0.996246456,BARBUNYA
47143,858.562,296.8462778,203.0587116,1.461874132,0.729431915,47996,244.9986364,0.717986598,0.982227686,0.803681099,0.825338415,0.00629672,0.001802281,0.681183499,0.995804537,BARBUNYA
47149,857.69,300.2878932,200.3199142,1.499041643,0.74497456,48091,245.0142267,0.720767408,0.980412135,0.805418604,0.815931086,0.006368913,0.001741242,0.665743536,0.997977284,BARBUNYA
47668,846.128,300.1071521,202.8811611,1.479226314,0.736874947,48450,246.3590522,0.814754042,0.983859649,0.836690159,0.820903636,0.006295778,0.001763591,0.673882779,0.996825139,BARBUNYA
47794,833.459,279.6545564,217.918565,1.283298448,0.626723197,48528,246.6844357,0.738131274,0.984874712,0.864599066,0.882104118,0.005851248,0.002185283,0.778107674,0.998544371,BARBUNYA
47883,873.536,327.9986493,186.5201272,1.758516115,0.822571799,48753,246.9140116,0.758446454,0.982154944,0.788550662,0.752789721,0.006850002,0.001356954,0.566692364,0.996537653,BARBUNYA
47940,854.752,284.1537887,215.1572513,1.320679582,0.653199406,48828,247.0609313,0.760107817,0.981813713,0.824570213,0.869462035,0.00592728,0.002089477,0.75596423,0.998386523,BARBUNYA
47981,809.088,291.6539681,210.0431569,1.388543061,0.693787968,48451,247.1665564,0.769777478,0.990299478,0.9210594,0.84746509,0.00607853,0.001934041,0.718197079,0.997247571,BARBUNYA
48160,829.234,304.5282824,202.7155129,1.502244589,0.746245739,48950,247.6271723,0.754043433,0.983861083,0.880120509,0.813149998,0.006323262,0.001705311,0.66121292,0.993303531,BARBUNYA
48165,824.701,310.0210088,198.2599821,1.563709456,0.768786946,48758,247.6400264,0.806905564,0.987837893,0.889914711,0.798784661,0.006436645,0.001616435,0.638056935,0.997735662,BARBUNYA
48439,810.37,297.981992,207.3178381,1.4373196,0.718294206,48883,248.343412,0.79979856,0.990917088,0.926911612,0.833417518,0.006151696,0.001830733,0.694584759,0.998340287,BARBUNYA
48638,874.666,303.607016,204.6563236,1.483496872,0.738655623,49543,248.8530188,0.776865576,0.98173304,0.798915933,0.819655033,0.006242177,0.001737962,0.671834374,0.996664192,BARBUNYA
48638,874.041,301.9839706,205.4110154,1.470144968,0.733021909,49596,248.8530188,0.747747748,0.980683926,0.800058902,0.824060358,0.006208807,0.001766136,0.679075473,0.998339389,BARBUNYA
48831,871.27,318.9514291,195.5799615,1.630798098,0.78993026,49662,249.3462657,0.789009355,0.983266884,0.808350965,0.781768768,0.006531741,0.00150495,0.611162406,0.996682489,BARBUNYA
48868,885.296,313.6299142,198.9725576,1.576247086,0.772989921,49648,249.4407145,0.695877536,0.984289397,0.78353324,0.795334575,0.0064179,0.001584062,0.632557086,0.997066264,BARBUNYA
48915,894.486,310.0875693,201.7558508,1.53694462,0.759385013,50027,249.5606386,0.708656284,0.977772003,0.768253994,0.804806975,0.006339315,0.001640548,0.647714267,0.995500957,BARBUNYA
49166,856.332,293.7755666,214.1688826,1.371700515,0.684490151,50168,250.2001108,0.775978535,0.980027109,0.84253974,0.851670933,0.005975177,0.001939179,0.725343378,0.994953885,BARBUNYA
49309,867.448,304.0723235,206.8129106,1.470277279,0.733078706,50235,250.5637019,0.778456632,0.981566637,0.823472611,0.824026663,0.00616667,0.001753862,0.679019941,0.998347591,BARBUNYA
49317,886.931,310.5630747,202.4588914,1.533956215,0.758297131,50400,250.5840271,0.713085599,0.978511905,0.787819715,0.806869997,0.006297282,0.001646445,0.651039191,0.998665614,BARBUNYA
49755,868.813,332.0911112,191.9920823,1.729712534,0.81594414,50783,251.6943256,0.734282763,0.979757005,0.828312039,0.757907445,0.006674527,0.001358517,0.574423695,0.993587866,BARBUNYA
49777,861.277,300.7570338,211.6168613,1.42123379,0.710582389,50590,251.7499649,0.801910654,0.98392963,0.843243269,0.837054288,0.006042088,0.001829706,0.700659882,0.995801499,BARBUNYA
49967,878.754,313.3752665,203.3398832,1.541140191,0.760899084,50787,252.2299751,0.740120275,0.983854136,0.813127239,0.804881565,0.006271645,0.001623638,0.647834334,0.99840353,BARBUNYA
49975,873.529,313.9996922,203.9382858,1.539679962,0.760373872,50699,252.250166,0.714796539,0.985719639,0.823015495,0.803345265,0.006283135,0.001614229,0.645363615,0.993653426,BARBUNYA
49991,911.824,329.2584334,193.819678,1.698787433,0.808384249,51285,252.290543,0.737417394,0.974768451,0.755578602,0.766238667,0.006586354,0.001400494,0.587121694,0.997394956,BARBUNYA
50035,846.474,279.4366973,228.683881,1.221934384,0.574685217,50802,252.4015464,0.806391826,0.984902169,0.877518987,0.903251251,0.005584825,0.002293103,0.815862822,0.996930835,BARBUNYA
50166,893.846,313.0215817,204.6558146,1.529502508,0.756661043,51209,252.7317451,0.7625171,0.979632486,0.789030763,0.807393994,0.006239716,0.001635636,0.651885062,0.997059837,BARBUNYA
50167,873.825,309.8928256,206.7723679,1.498714885,0.744844297,50937,252.7342641,0.794598875,0.984883287,0.82561783,0.815553776,0.006177225,0.001685713,0.665127961,0.996837177,BARBUNYA
50486,982.666,325.5099201,198.5238286,1.639651634,0.79248943,51525,253.5365292,0.799942959,0.979835032,0.657005443,0.778890331,0.006447528,0.001463788,0.606670147,0.994727698,BARBUNYA
50575,858.52,314.32679,205.4662817,1.529821766,0.756778917,51389,253.7599062,0.712123346,0.984160034,0.862273267,0.807312371,0.006215063,0.001628515,0.651753265,0.997066331,BARBUNYA
50683,905.491,314.9375832,205.4562108,1.532869617,0.757899604,51613,254.0307065,0.769883947,0.981981284,0.776790492,0.806606515,0.00621387,0.001622515,0.650614071,0.997306541,BARBUNYA
50712,877.164,316.2129384,204.4654138,1.546535096,0.76282353,51454,254.1033723,0.717538026,0.985579352,0.828245346,0.803583097,0.006235466,0.00160388,0.645745793,0.998668533,BARBUNYA
50798,900.901,308.3940575,210.467044,1.465284311,0.730921624,52164,254.3187417,0.738622154,0.973813358,0.786506543,0.824655131,0.006070988,0.001731923,0.680056084,0.996475511,BARBUNYA
50948,884.692,313.5564944,208.1921879,1.506091547,0.747758979,52063,254.6939503,0.71960452,0.978583639,0.817999059,0.812274518,0.006154442,0.001652646,0.659789892,0.99370398,BARBUNYA
50978,881.559,323.1062346,201.1006885,1.606688853,0.782700884,51805,254.7689257,0.70891392,0.98403629,0.824308712,0.788498947,0.00633815,0.001511286,0.621730589,0.998927607,BARBUNYA
